title|url|date|course_info|start_time|language|location_detail|target_group|subscription_limit|constraints|price|details|sub_title|intro|full_body|data
Data-driven Model Learning of Dynamic Systems|https://www.vaia.be/en/courses/data-driven-model-learning-of-dynamic-systems-2|4/04/2022|virtual Spring School-Laboratoire Ampère; CNRS; GDR MACS &amp; École Centrale Lyon|4 Apr 2022 - 8 Apr 2022|English|Online|Target audience: PhD students in control engineering (or related fields), but the course is also open to any other persons interested in the topic of data-based modelling|16 Feb 2030|computer met de laatste versie van Matlab (versie R2014a)|€150 for PhD, €250 for others|https://spring-id-2022.sciencesconf.org/|4 Apr 2022 - 8 Apr 2022|More info  Share this course  | Dynamical models play a key role in many branches of science. In engineering they have a paramount role in model-based simulation  health monitoring  control and optimization. The accuracy of the models is often crucial to their subsequent use in model-based operations. Data-driven modeling (system identification) and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments. The 5-days Spring School aims at covering the fundamentals of data-driven modeling approaches (ranging from parameter estimation algorithms (PEM and ETFE) and experiment design to model validation) as well as more advanced topics. In this year edition  these advanced topics will pertain to closed-loop identification  to optimal experiment design and to the use of statistical tools (such as the maximum likelihood theory) for learning the dynamics of linear and nonlinear systems.  Dynamical models play a key role in many branches of science. In engineering they have a paramount role in model-based simulation  health monitoring  control and optimization. The accuracy of the models is often crucial to their subsequent use in model-based operations. Data-driven modeling (system identification) and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments. The 5-days Spring School aims at covering the fundamentals of data-driven modeling approaches (ranging from parameter estimation algorithms (PEM and ETFE) and experiment design to model validation) as well as more advanced topics. In this year edition  these advanced topics will pertain to closed-loop identification  to optimal experiment design and to the use of statistical tools (such as the maximum likelihood theory) for learning the dynamics of linear and nonlinear systems.  |Datadriven Model Learning of Dynamic Systems  Dynamical models play a key role in many branches of science In engineering they have a paramount role in modelbased simulation  health monitoring  control and optimization The accuracy of the models is often crucial to their subsequent use in modelbased operations Datadriven modeling system identification and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments The 5days Spring School aims at covering the fundamentals of datadriven modeling approaches ranging from parameter estimation algorithms PEM and ETFE and experiment design to model validation as well as more advanced topics In this year edition  these advanced topics will pertain to closedloop identification  to optimal experiment design and to the use of statistical tools such as the maximum likelihood theory for learning the dynamics of linear and nonlinear systems  Dynamical models play a key role in many branches of science In engineering they have a paramount role in modelbased simulation  health monitoring  control and optimization The accuracy of the models is often crucial to their subsequent use in modelbased operations Datadriven modeling system identification and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments The 5days Spring School aims at covering the fundamentals of datadriven modeling approaches ranging from parameter estimation algorithms PEM and ETFE and experiment design to model validation as well as more advanced topics In this year edition  these advanced topics will pertain to closedloop identification  to optimal experiment design and to the use of statistical tools such as the maximum likelihood theory for learning the dynamics of linear and nonlinear systems   More info  Share this course   httpsspringid2022sciencesconforg 4 Apr 2022  8 Apr 2022 virtual Spring SchoolLaboratoire Ampère CNRS GDR MACS amp École Centrale Lyon
Leuven AI Law &amp; Ethics Conference (LAILEC2022)|https://www.vaia.be/en/courses/leuven-ai-law-ethics-conference-lailec2022|29/03/2022|Conference-Leuven-KU Leuven|29 Mar 2022 - 30 Mar 2022|English|Irish College Leuven|Target audience: .|30 Mar 2022||Day 1: between 55-85 euro; Day 2: free|https://www.law.kuleuven.be/citip/en/citip-conferences/lailec/lailec-2022/registration|29 Mar 2022 - 30 Mar 2022|More info  Share this course  | Life-cycle regulation of Data and AI  Tackling dynamicity and responsibility in complex ecosystems. |Leuven AI Law amp Ethics Conference LAILEC2022  Lifecycle regulation of Data and AI  Tackling dynamicity and responsibility in complex ecosystems  More info  Share this course   httpswwwlawkuleuvenbecitipencitipconferenceslaileclailec2022registration 29 Mar 2022  30 Mar 2022 ConferenceLeuvenKU Leuven
Health &amp; Privacy - The impact of smart health innovation on (y)our life|https://www.vaia.be/en/courses/health-privacy-the-impact-of-smart-health-innovation-on-your-life|24/03/2022|study day-Leuven-Leuven MindGate; Leuven Value Network &amp; City of Leuven|24 Mar 2022 17:30 - 22:00|English|Het King Power At Den Dreef Stadion, Kardinaal Mercierlaan 46, 3001 Leuven||24 Mar 2022||€15 – €25|https://www.eventbrite.com/e/health-privacy-the-impact-of-smart-health-innovation-on-your-life-tickets-272021783477|24 Mar 2022 17:30 - 22:00|More info  Share this course  | Smart healthcare innovations are an asset to our lives... but what about our privacy? Discover it through a multi approach at our event! |Health amp Privacy  The impact of smart health innovation on your life  Smart healthcare innovations are an asset to our lives but what about our privacy Discover it through a multi approach at our event  More info  Share this course   httpswwweventbritecomehealthprivacytheimpactofsmarthealthinnovationonyourlifetickets272021783477 24 Mar 2022 1730  2200 study dayLeuvenLeuven MindGate Leuven Value Network amp City of Leuven
ELO-X Seasonal School and Workshop|https://www.vaia.be/en/courses/elo-x-seasonal-school-and-workshop|21/03/2022|seasonal school &amp; workshop-Leuven-KU Leuven &amp; Siemens|21 Mar 2022 - 30 Mar 2022|English|Seasonal school @ Department of Mechanical Engineering (MECH) KU Leuven; Workshop @ Siemens Digital Industries Software (Haasrode)|Target audience: Researchers|31 Mar 2022||Free|https://elo-x.eu/?p=987|21 Mar 2022 - 30 Mar 2022|More info  Share this course  | A four-day seasonal school on training in technical and soft skills at KU Leuven  followed by a two-day workshop on smart industrial control systems hosted by Siemens.  |ELOX Seasonal School and Workshop  A fourday seasonal school on training in technical and soft skills at KU Leuven  followed by a twoday workshop on smart industrial control systems hosted by Siemens   More info  Share this course   httpseloxeup987 21 Mar 2022  30 Mar 2022 seasonal school amp workshopLeuvenKU Leuven amp Siemens
Explainable &amp; Trustworthy AI|https://www.vaia.be/en/courses/explainable-trustworthy-ai-2022|21/03/2022|in-depth course for computer scientists-VAIA &amp; the University of Ghent; UGain Engineering Academy|21 Mar 2022 - 20 Jun 2022|English|Ghent University or online, UGain, building 60, Technologiepark Zwijnaarde.|Target audience: anyone who would like to get more insight in techniques to achieve explainable &amp; trustworthy AI|21 Mar 2022|higher education in computer science or equivalent experience programming experience with Python or related programming language|€1.650 on campus / €1.400 online|https://www.ugain.ugent.be/AI2022OK.htm#a17|21 Mar 2022 - 20 Jun 2022|More info  Share this course  | Artificial Intelligence consists of complex and sophisticated algorithms that sometimes make it difficult for humans to understand and interpret the decisions or suggestions of the AI system. This course on Explainable AI looks into the different aspects related to (creating) trust in AI. |Explainable amp Trustworthy AI  Artificial Intelligence consists of complex and sophisticated algorithms that sometimes make it difficult for humans to understand and interpret the decisions or suggestions of the AI system This course on Explainable AI looks into the different aspects related to creating trust in AI  More info  Share this course   httpswwwugainugentbeAI2022OKhtma17 21 Mar 2022  20 Jun 2022 indepth course for computer scientistsVAIA amp the University of Ghent UGain Engineering Academy
Lunch Keynote Tuesday: AI in the edge; the edge of AI|https://www.vaia.be/en/courses/lunch-keynote-tuesday-ai-in-the-edge-the-edge-of-ai|15/03/2022|lecture-DATE 2022 Conference|15 Mar 2022 13:10 - 14:00|English|Auditorium R ESAT or online|Target audience: .|15 Mar 2022||Free|https://www.date-conference.com/node/1204|15 Mar 2022 13:10 - 14:00|More info  Share this course  | In the world of IoT  both humans and objects are continuously connected  collecting and communicating data  in a rising number of applications including industry 4.0  biomedical  environmental monitoring  smart houses and offices. Local computation in the edge has become a necessity to limit data traffic. Additionally embedding AI processing in the edge adds potentially high levels of smart autonomy to these IoT 2.0 systems. Progress in nanoelectronic technology allows to do this in power- and hardware-efficient architectures and designs. This keynote gives an overview of key solutions  but also describes main limitations and risks  exploring the edge of edge AI. |Lunch Keynote Tuesday AI in the edge the edge of AI  In the world of IoT  both humans and objects are continuously connected  collecting and communicating data  in a rising number of applications including industry 40  biomedical  environmental monitoring  smart houses and offices Local computation in the edge has become a necessity to limit data traffic Additionally embedding AI processing in the edge adds potentially high levels of smart autonomy to these IoT 20 systems Progress in nanoelectronic technology allows to do this in power and hardwareefficient architectures and designs This keynote gives an overview of key solutions  but also describes main limitations and risks  exploring the edge of edge AI  More info  Share this course   httpswwwdateconferencecomnode1204 15 Mar 2022 1310  1400 lectureDATE 2022 Conference
AI in practice, business cases|https://www.vaia.be/en/courses/ai-in-practice-business-cases|11/03/2022|online lecture-KU Leuven PUC|11 Mar 2022 - 1 Apr 2022|English|Livestream|Target audience: professionals with a basic technological background, looking for inspiration on how to deploy artificial intelligence in their own organisations|01 Apr 2030||€80|https://puc.kuleuven.be/nl/opleiding/ai_in_practice-0xn78gawvblrbaze|11 Mar 2022 - 1 Apr 2022|More info  Share this course  | Perhaps you are curious to hear first hand how companies deal with AI-related challenges and opportunities. Or you would like to hear the stories of AI-professionals in order to get a clearer idea of what is possible today  and what is not. In this series of inspirational talks  you will be offered a glimpse behind the scenes of leading companies and their current AI-projects. |AI in practice business cases  Perhaps you are curious to hear first hand how companies deal with AIrelated challenges and opportunities Or you would like to hear the stories of AIprofessionals in order to get a clearer idea of what is possible today  and what is not In this series of inspirational talks  you will be offered a glimpse behind the scenes of leading companies and their current AIprojects  More info  Share this course   httpspuckuleuvenbenlopleidingaiinpractice0xn78gawvblrbaze 11 Mar 2022  1 Apr 2022 online lectureKU Leuven PUC
Bioinformatics &amp; AI|https://www.vaia.be/en/courses/bioinformatics-and-ai|9/03/2022|3 short lectures for researchers; monthly; by KU Leuven Bioinformatics Interest Group|9 Mar 2022 10:00 - 11:30|English|ON5 Aula + Zoom|Target audience: Researchers|09 Mar 2022|master’s degree|free|https://gbiomed.kuleuven.be/english/networks/big/monthly-big-meetings|9 Mar 2022 10:00 - 11:30|More info  Share this course  | Monthly Bioinformatics and AI Seminar. Each seminar has three short talks of 20 minutes  including questions and discussions. Switch Lab - Joost Schymkowitz + Frederic RousseauGenomics Core + Laboratory for Cytogenetics and Genome Research - Joris VermeeschGUEST SLOT (Available) |Bioinformatics amp AI  Monthly Bioinformatics and AI Seminar Each seminar has three short talks of 20 minutes  including questions and discussions Switch Lab  Joost Schymkowitz  Frederic RousseauGenomics Core  Laboratory for Cytogenetics and Genome Research  Joris VermeeschGUEST SLOT Available  More info  Share this course   httpsgbiomedkuleuvenbeenglishnetworksbigmonthlybigmeetings 9 Mar 2022 1000  1130 3 short lectures for researchers monthly by KU Leuven Bioinformatics Interest Group
Fast Algorithms for dense structured matrices|https://www.vaia.be/en/courses/fast-algorithms-for-dense-structured-matrices|2/03/2022|Minicourse-Leuven-SOCN|2 Mar 2022 - 11 Mar 2022|English|Arenberg Castle, Kasteelpark Arenberg 1, 3001 Heverlee|Target audience: researchers|02 Mar 2030||free|https://sites.uclouvain.be/socn/drupal/socn/node/213|2 Mar 2022 - 11 Mar 2022|More info  Share this course  | The student’s grade will be evaluated based-off their performance on the course assignments. There will be in total 5 take-home assignments which will be handed over to the students at the end of every session. These assignments contain a collection of hands-on coding exercises along with some theoretical questions. It is recommended that the coding assignments are done in the Julia programming language environment  however the students are *free* to work with their preferred programming language of choice. |Fast Algorithms for dense structured matrices  The student’s grade will be evaluated basedoff their performance on the course assignments There will be in total 5 takehome assignments which will be handed over to the students at the end of every session These assignments contain a collection of handson coding exercises along with some theoretical questions It is recommended that the coding assignments are done in the Julia programming language environment  however the students are free to work with their preferred programming language of choice  More info  Share this course   httpssitesuclouvainbesocndrupalsocnnode213 2 Mar 2022  11 Mar 2022 MinicourseLeuvenSOCN
Conversational agents: a more assertive form of chatbots|https://www.vaia.be/en/courses/conversational-agents-a-more-assertive-form-of-chatbots|25/02/2022|online seminar-Agoria|25 Feb 2022 14:00 - 15:30|English|Online|Target audience: everyone|||free|https://www.agoria.be/nl/conversational-agents-a-more-assertive-form-of-chatbots|25 Feb 2022 14:00 - 15:30|More info  Share this course  | Speaker: Prof. Dr. Walter Daelemans  professor at the University of Antwerp. Professor Daelemans will provide an overview of the types of conversational agents (chatbots  dialogue systems) that are currently being developed and the state of the art in machine learning / deep learning based approaches (based on large language models). He will give an overview of the remaining problems (among others: finding good evaluation methods  portability to new domains and tasks  separating background knowledge from language knowledge  consistency in dialogue management  personalization  controling generation  reducing update time  ...)  focus on proposed solutions to those problems  and illustrate them using the vaccinchat.be chatbot he and his team have developed in 2021 to answer questions about vaccination. Speaker : Stephen Lernout  Head of Strategy & Innovation @ Nalantis Local city authorities have mountains of data  which only continue to grow as decisions are made on a monthly basis. This data overload makes it hard for city employees to quickly find and access the right information. At the same time  citizens have questions and expect quick responses from city personnel regarding topics from garbage disposal to parking and building regulations. This is extremely frustrating for both the city employees and the citizens. Nalantis' proprietary AI system uses natural language understanding to contextually understand City Council decisions in unstructured format (Text  Video and Audio) across multiple languages. The pre-trained NLU software extracts meaning from text through automatic semantic annotation at paragraph and sentence level. Speakers: Shoera Sels  Project Lead @Radix & Yves Ruland  Project Manager Data Architecture & Artificial Intelligence @ Flanders Investment & Trade Flanders Investment and Trade (FIT) is a Flemish public agency that: supports the international activities of Flemish companies  and attracts foreign investors by highlighting Flanders’s central European location  its strongly developed infrastructure and its renowned innovative clusters.To become more competitive  FIT decided to invest in operational excellence  more specifically by using question answering techniques to process incoming questions and match them to historic questions and answers. We helped FIT build a solution that can now be used by FIT's advisors  and that is integrated with Dynamics CRM. Thanks to this solution  FIT saves time and effort  allowing to help 36% more clients in the same amount of time. Speakers: Sammy Deprez  Managing Partner @ Arinti & Frauke Valcke  Project Manager @ Partena Professional Is it possible to (partly) automate expert HR services? Can we build an easy-to-use tool to help highly skilled HR consultants perform their job in a more efficient way  having them spend less time on repetitive tasks and more time on interactions with customers? |Conversational agents a more assertive form of chatbots  Speaker Prof Dr Walter Daelemans  professor at the University of Antwerp Professor Daelemans will provide an overview of the types of conversational agents chatbots  dialogue systems that are currently being developed and the state of the art in machine learning  deep learning based approaches based on large language models He will give an overview of the remaining problems among others finding good evaluation methods  portability to new domains and tasks  separating background knowledge from language knowledge  consistency in dialogue management  personalization  controling generation  reducing update time    focus on proposed solutions to those problems  and illustrate them using the vaccinchatbe chatbot he and his team have developed in 2021 to answer questions about vaccination Speaker  Stephen Lernout  Head of Strategy  Innovation  Nalantis Local city authorities have mountains of data  which only continue to grow as decisions are made on a monthly basis This data overload makes it hard for city employees to quickly find and access the right information At the same time  citizens have questions and expect quick responses from city personnel regarding topics from garbage disposal to parking and building regulations This is extremely frustrating for both the city employees and the citizens Nalantis proprietary AI system uses natural language understanding to contextually understand City Council decisions in unstructured format Text  Video and Audio across multiple languages The pretrained NLU software extracts meaning from text through automatic semantic annotation at paragraph and sentence level Speakers Shoera Sels  Project Lead Radix  Yves Ruland  Project Manager Data Architecture  Artificial Intelligence  Flanders Investment  Trade Flanders Investment and Trade FIT is a Flemish public agency that supports the international activities of Flemish companies  and attracts foreign investors by highlighting Flanders’s central European location  its strongly developed infrastructure and its renowned innovative clustersTo become more competitive  FIT decided to invest in operational excellence  more specifically by using question answering techniques to process incoming questions and match them to historic questions and answers We helped FIT build a solution that can now be used by FITs advisors  and that is integrated with Dynamics CRM Thanks to this solution  FIT saves time and effort  allowing to help 36 more clients in the same amount of time Speakers Sammy Deprez  Managing Partner  Arinti  Frauke Valcke  Project Manager  Partena Professional Is it possible to partly automate expert HR services Can we build an easytouse tool to help highly skilled HR consultants perform their job in a more efficient way  having them spend less time on repetitive tasks and more time on interactions with customers  More info  Share this course   httpswwwagoriabenlconversationalagentsamoreassertiveformofchatbots 25 Feb 2022 1400  1530 online seminarAgoria
