title|url|date|course_info|start_time|language|location_detail|target_group|subscription_limit|constraints|price|details|sub_title|intro|full_body|data
6th Edition of the Workshop on Nonlinear System Identification Benchmarks|https://www.vaia.be/en/courses/6th-edition-of-the-workshop-on-nonlinear-system-identification-benchmarks|25/04/2022|workshop &amp; mini-course-Leuven-Siemens &amp; Eindhoven University of Technology|25 Apr 2022 - 29 Apr 2022|English|Workshop @ Kasteelpark Arenberg 41, 3001 Heverlee (Machinezaal, Thermotechnisch Instituut); Mini-course @ Kasteelpark Arenberg, 3001 Heverlee (The exact venue will be announced soon!)|Target audience: Everyone interested in benchmark systems|03 Apr 2022||Workshop €250 (€100 for students); Mini-course €150 (€75 for students)|https://www.nonlinearbenchmark.org/workshop|25 Apr 2022 - 29 Apr 2022|More info  Share this course  | Registration deadline: Sunday  April 3  2022  (workshop: register here  mini-course: register here)Recommended: as soon as possible - send a tentative abstract title + list of authors to m.schoukens@tue.nlAbstract submission deadline: Friday  March 18  2022 – send to m.schoukens@tue.nl - 1-page abstract  template available here.Notification of acceptance: Friday  March 25  2022 |6th Edition of the Workshop on Nonlinear System Identification Benchmarks  Registration deadline Sunday  April 3  2022  workshop register here  minicourse register hereRecommended as soon as possible  send a tentative abstract title  list of authors to mschoukenstuenlAbstract submission deadline Friday  March 18  2022 – send to mschoukenstuenl  1page abstract  template available hereNotification of acceptance Friday  March 25  2022  More info  Share this course   httpswwwnonlinearbenchmarkorgworkshop 25 Apr 2022  29 Apr 2022 workshop amp minicourseLeuvenSiemens amp Eindhoven University of Technology
Text Mining with R|https://www.vaia.be/en/courses/text-mining-with-r|21/04/2022|Course-Leuven-KU Leuven Statistics Research Centre|21 Apr 2022 - 22 Apr 2022|English|Vandenheuvelinstituut, Dekenstraat 2, 3000 Leuven; 21/04: VHI 02.24 (PC-klas F2); 22/04: VHI 01.23 (PC-klas E1)|Target audience: R users met interesse in natural language processing en text data|22 Apr 2022|Basiskennis van R|KU Leuven studenten €100; KU Leuven medewerkers en andere studenten €160; Non profit/sociale sector €250; Privésector €600|https://lstat.kuleuven.be/training/coursedescriptions/text-mining-with-r|21 Apr 2022 - 22 Apr 2022|More info  Share this course  | This course is a hands-on course covering the use of text mining tools for the purpose of data analysis. It covers basic text handling  natural language engineering and statistical modelling on top of textual data. The following items are covered : Cleaning of text data  regular expressionsString distancesGraphical displays of text dataNatural language processing: stemming  parts-of-speech tagging  tokenization  lemmatisationSentiment analysisStatistical topic detection modelling (latent diriclet allocation)Automatic classification using predictive modelling based on text dataVisualisation of correlations & topicsWord embeddingsDocument similarities & Text alignment |Text Mining with R  This course is a handson course covering the use of text mining tools for the purpose of data analysis It covers basic text handling  natural language engineering and statistical modelling on top of textual data The following items are covered  Cleaning of text data  regular expressionsString distancesGraphical displays of text dataNatural language processing stemming  partsofspeech tagging  tokenization  lemmatisationSentiment analysisStatistical topic detection modelling latent diriclet allocationAutomatic classification using predictive modelling based on text dataVisualisation of correlations  topicsWord embeddingsDocument similarities  Text alignment  More info  Share this course   httpslstatkuleuvenbetrainingcoursedescriptionstextminingwithr 21 Apr 2022  22 Apr 2022 CourseLeuvenKU Leuven Statistics Research Centre
Bioinformatics &amp; AI|https://www.vaia.be/en/courses/bioinformatics-and-ai-4|13/04/2022|3 short lectures for researchers; monthly; by KU Leuven Bioinformatics Interest Group|13 Apr 2022 10:00 - 11:30|English|ON5 Aula + Zoom|Target audience: Researchers|13 Apr 2022||free|https://gbiomed.kuleuven.be/english/networks/big/monthly-big-meetings|13 Apr 2022 10:00 - 11:30|More info  Share this course  | Monthly Bioinformatics and AI Seminar. Each seminar has three short talks of 20 minutes  including questions and discussions. Laboratory for Systems Biology - Kevin VerstrepenBioinformatics Research Group - Yves MoreauLaboratory of Multi-omic Integrative Bioinformatics |Bioinformatics amp AI  Monthly Bioinformatics and AI Seminar Each seminar has three short talks of 20 minutes  including questions and discussions Laboratory for Systems Biology  Kevin VerstrepenBioinformatics Research Group  Yves MoreauLaboratory of Multiomic Integrative Bioinformatics  More info  Share this course   httpsgbiomedkuleuvenbeenglishnetworksbigmonthlybigmeetings 13 Apr 2022 1000  1130 3 short lectures for researchers monthly by KU Leuven Bioinformatics Interest Group
Commands for Self-Driving Cars &amp; Combining Vision and Language|https://www.vaia.be/en/courses/commands-for-self-driving-cars-combining-vision-and-language|8/04/2022|seminar-Leuven-KU Leuven|8 Apr 2022 14:00 - 15:00|English|KU Leuven ESAT, Aula R (00.54)|Target audience: Everyone interested in AI|08 Apr 2022||Free|https://ai.kuleuven.be/events/psi-seminar-commands-for-self-driving-cars-combining-vision-and-language|8 Apr 2022 14:00 - 15:00|More info  Share this course  | We introduce a new task  unsupervised vision-language (VL) grammar induction. Given an image-caption pair  the goal is to extract a shared hierarchical structure for both image and language simultaneously. We argue that such structured output  grounded in both modalities  is a clear step towards the high-level understanding of multimodal information. Besides challenges existing in conventional visually grounded grammar induction tasks  VL grammar induction requires a model to capture contextual semantics and perform a fine-grained alignment. To address these challenges  we propose a novel method  CLIORA  which constructs a shared vision-language constituency tree structure with context-dependent semantics for all possible phrases in different levels of the tree. It computes a matching score between each constituent and image region  trained via contrastive learning. It integrates two levels of fusion  namely at feature-level and at score-level  so as to allow fine-grained alignment. We introduce a new evaluation metric for VL grammar induction  CCRA  and show a 3.3% improvement over a strong baseline on Flickr30k Entities. We also evaluate our model via two derived tasks  i.e.  language grammar induction and phrase grounding  and improve over the state-of-the-art for both. Authors: Bo Wan (Speaker)  Wenjuan Han  Zilong Zheng  Tinne Tuytelaars In recent years  we have seen significant steps taken in the development of self-driving cars. Multiple companies are starting to roll out impressive systems that work in a variety of settings. These systems can sometimes give the impression that full self-driving is just around the corner and that we would soon build cars without even a steering wheel. The increase in the level of autonomy and control given to an AI provides an opportunity for new modes of human-vehicle interaction. However  surveys have shown that giving more control to an AI in self-driving cars is accompanied by a degree of uneasiness by passengers. In an attempt to alleviate this issue  recent works have taken a natural language-oriented approach by allowing the passenger to give commands that refer to specific objects in the visual scene. Nevertheless  this is only half the task as the car should also understand the physical destination of the command  which is what we focus on in this paper. We propose an extension in which we annotate the 3D destination that the car needs to reach after executing the given command and evaluate multiple different baselines on predicting this destination location. Additionally  we introduce a model that outperforms the prior works adapted for this particular setting. Authors: Dusan Grujicic (Speaker)  Thierry Deruyttere  Marie-Francine Moens  Matthew Blaschko |Commands for SelfDriving Cars amp Combining Vision and Language  We introduce a new task  unsupervised visionlanguage VL grammar induction Given an imagecaption pair  the goal is to extract a shared hierarchical structure for both image and language simultaneously We argue that such structured output  grounded in both modalities  is a clear step towards the highlevel understanding of multimodal information Besides challenges existing in conventional visually grounded grammar induction tasks  VL grammar induction requires a model to capture contextual semantics and perform a finegrained alignment To address these challenges  we propose a novel method  CLIORA  which constructs a shared visionlanguage constituency tree structure with contextdependent semantics for all possible phrases in different levels of the tree It computes a matching score between each constituent and image region  trained via contrastive learning It integrates two levels of fusion  namely at featurelevel and at scorelevel  so as to allow finegrained alignment We introduce a new evaluation metric for VL grammar induction  CCRA  and show a 33 improvement over a strong baseline on Flickr30k Entities We also evaluate our model via two derived tasks  ie  language grammar induction and phrase grounding  and improve over the stateoftheart for both Authors Bo Wan Speaker  Wenjuan Han  Zilong Zheng  Tinne Tuytelaars In recent years  we have seen significant steps taken in the development of selfdriving cars Multiple companies are starting to roll out impressive systems that work in a variety of settings These systems can sometimes give the impression that full selfdriving is just around the corner and that we would soon build cars without even a steering wheel The increase in the level of autonomy and control given to an AI provides an opportunity for new modes of humanvehicle interaction However  surveys have shown that giving more control to an AI in selfdriving cars is accompanied by a degree of uneasiness by passengers In an attempt to alleviate this issue  recent works have taken a natural languageoriented approach by allowing the passenger to give commands that refer to specific objects in the visual scene Nevertheless  this is only half the task as the car should also understand the physical destination of the command  which is what we focus on in this paper We propose an extension in which we annotate the 3D destination that the car needs to reach after executing the given command and evaluate multiple different baselines on predicting this destination location Additionally  we introduce a model that outperforms the prior works adapted for this particular setting Authors Dusan Grujicic Speaker  Thierry Deruyttere  MarieFrancine Moens  Matthew Blaschko  More info  Share this course   httpsaikuleuvenbeeventspsiseminarcommandsforselfdrivingcarscombiningvisionandlanguage 8 Apr 2022 1400  1500 seminarLeuvenKU Leuven
Tech@Lunch: The force of digital twins in design and operations (Frank Naets, FlandersMake@KULeuven)|https://www.vaia.be/en/courses/tech-lunch-the-force-of-digital-twins-in-design-and-operations|4/04/2022|online lecture-Flanders Make|4 Apr 2022 12:30 - 13:00|English|Online|Target audience: For researchers, engineers and anyone involved in R&amp;D.|||Free|https://www.flandersmake.be/en/events/techlunch-force-digital-twins-design-and-operations?utm_medium=email&_hsmi=208704968&_hsenc=p2ANqtz-81eLwrc1rjR2UNrewp7hCkVLGQ9zgHiUu0bSfrZzrRU62UyDrYH4jZQn9t-2Yp8N7IKiCavxJrGb7U05SwK5dXA1tQ0E3kMG4KLInFGslu0_qYhSE&utm_content=208704968&utm_source=hs_email|4 Apr 2022 12:30 - 13:00|More info  Share this course  |" Tech@Lunch: with this new formula  we frequently offer an inspiring online session during lunch. During these sessions  one of our specialists will elaborate on a hot topic in half an hour. This way  you get a maximum of inspiration in a minimum of time! During our second session on Monday 4 April  Frank Naets from FlandersMake@KULeuven will take the floor. The topic of his talk is ""The force of digital twins in design and operations"". Here  he talks about speeding up your machines using digital twins.  "|TechLunch The force of digital twins in design and operations Frank Naets FlandersMakeKULeuven  TechLunch with this new formula  we frequently offer an inspiring online session during lunch During these sessions  one of our specialists will elaborate on a hot topic in half an hour This way  you get a maximum of inspiration in a minimum of time During our second session on Monday 4 April  Frank Naets from FlandersMakeKULeuven will take the floor The topic of his talk is The force of digital twins in design and operations Here  he talks about speeding up your machines using digital twins   More info  Share this course   httpswwwflandersmakebeeneventstechlunchforcedigitaltwinsdesignandoperationsutmmediumemailhsmi208704968hsencp2ANqtz81eLwrc1rjR2UNrewp7hCkVLGQ9zgHiUu0bSfrZzrRU62UyDrYH4jZQn9t2Yp8N7IKiCavxJrGb7U05SwK5dXA1tQ0E3kMG4KLInFGslu0qYhSEutmcontent208704968utmsourcehsemail 4 Apr 2022 1230  1300 online lectureFlanders Make
Security &amp; Privacy of Artificial Intelligence Challenges and Solutions for Machine Learning Applications|https://www.vaia.be/en/courses/security-privacy-of-artificial-intelligence-challenges-and-solutions-for-machine-learning-applications|4/04/2022|5-day course-Leuven-KU Leuven COSIC &amp; Distrinet|4 Apr 2022 - 8 Apr 2022|English|KU Leuven, Celestijnenlaan 200, Heverlee|Target audience: AI Researchers who want to improve security and privacy measures and techniques into AI based solutions|||free|https://cybersecurity-research.be/ai-security-privacy|Challenges and Solutions for Machine Learning Applications|Learn how to apply security and privacy measures when creating algorithms, models, proof-of-concepts, and finally implementing these in solutions.| 1 : Introduction (4 April 10-13h) This module is an overall course introduction  sketching all the facets and aspects of securing a system or service in general  and of a data driven application based on ML in particular. Each of the major course modules will be briefly introduced and motivated. 2 : Security & Privacy (S&P) Engineering and Regulations (4 April  14-17.30h) Module 2A The covering of S&P requirements is a matter of running a significant security project  albeit efficiently. There is no such thing as the ultimate approach  but rather a range of measures and activities that can be applied to strengthen the S&P posture. This can be at the level of requirements and specification  at the level of coding  in security testing  etc. This module will cover the overall landscape and zoom into some of the most promising techniques. Relevant themes of this session include: Threat modelling and risk assessmentArchitectures and blueprintsRegulations and complianceModule 2B Security and privacy requirements are typically not only of a technical nature  they also and largely emerge from the demand to be compliant with policies and regulations. In the second module of Security & Privacy Engineering  we zoom into the most relevant regulations and discuss how we can work towards compliance. In addition  we discuss how this concern can be addressed as an integrated part of the overall development and engineering process.Z 3 : Cryptography: basic & advanced techniques (5 April  10-13h) Many protection techniques and technologies are at hand. It goes without saying that cryptography is an essential building block at the heart of data protection  and thus essential for the delivery of S&P requirements. The machine learning pipeline needs protection of training data  production data and models. This challenging environment demands for fairly advanced techniques. Module 3A In the module Cryptography I  we revisit the basics of cryptography to make sure that all attendants can refresh their existing knowledge on the subject matter. Module 3B In the module Advanced Cryptography and Data Protection  we elaborate on the most recent advances and techniques that can contribute to securing advanced data sharing in distributed AI. Relevant themes of this session include: Data storage in the new centuryData processing: an overview of cryptographic protectionMPC intro and applicationsFHE state-of-the-art and implicationsProtection of data in motion4 : Security and privacy posture of a Machine Learning architecture (5 April  14-17h) In this module  we revisit the architecture and operational environment of a machine learning application and analyze the values of contributions of known security techniques. Relevant themes of this session include: Attack surface: data  model  process and data flowThreat modelling for AI and known challengesAdversaries and their capabilitiesArchitectural and algorithmic defencesSecurity and privacy challenges in Federated Machine Learning5 : Adversarial Machine Learning (6 April  14-17h) In this module  we zoom into the specific challenge of achieving robustness and reliability when facing adversaries that attempt to fool the ML application by feeding disturbing data into  e.g. a classifier. This type of attack is typical to the setting of a ML environment and deserves significant attention. Relevant themes of this session include: Vulnerabilities in ML systems; overview of ML specific attacksProtection against adversarial examplesEvaluation and robustness of solutionsPrivacy aspects6 : Case Studies (7 April  10-13h) In this module  we discuss and analyze some case studies and apply the knowhow of this course to a specific application  for example in the context of authentication systems. Relevant themes of this session include: Face recognition revisitedBiometrics and challengesAnomaly detection7 : Workshops (7 April  14-17h & 8 April  10-17h) In this module  we organize – if so desired – interactive workshops with smaller groups of attendants who may share an interest in a common application domain. The goal is to validate which elements of the course can be applied to an application domain or case that is well understood by a team of course attendants. The practical approach and organization of this last module will depend on the engagement and input that is provided by the participants. |Security amp Privacy of Artificial Intelligence Challenges and Solutions for Machine Learning Applications  1  Introduction 4 April 1013h This module is an overall course introduction  sketching all the facets and aspects of securing a system or service in general  and of a data driven application based on ML in particular Each of the major course modules will be briefly introduced and motivated 2  Security  Privacy SP Engineering and Regulations 4 April  141730h Module 2A The covering of SP requirements is a matter of running a significant security project  albeit efficiently There is no such thing as the ultimate approach  but rather a range of measures and activities that can be applied to strengthen the SP posture This can be at the level of requirements and specification  at the level of coding  in security testing  etc This module will cover the overall landscape and zoom into some of the most promising techniques Relevant themes of this session include Threat modelling and risk assessmentArchitectures and blueprintsRegulations and complianceModule 2B Security and privacy requirements are typically not only of a technical nature  they also and largely emerge from the demand to be compliant with policies and regulations In the second module of Security  Privacy Engineering  we zoom into the most relevant regulations and discuss how we can work towards compliance In addition  we discuss how this concern can be addressed as an integrated part of the overall development and engineering processZ 3  Cryptography basic  advanced techniques 5 April  1013h Many protection techniques and technologies are at hand It goes without saying that cryptography is an essential building block at the heart of data protection  and thus essential for the delivery of SP requirements The machine learning pipeline needs protection of training data  production data and models This challenging environment demands for fairly advanced techniques Module 3A In the module Cryptography I  we revisit the basics of cryptography to make sure that all attendants can refresh their existing knowledge on the subject matter Module 3B In the module Advanced Cryptography and Data Protection  we elaborate on the most recent advances and techniques that can contribute to securing advanced data sharing in distributed AI Relevant themes of this session include Data storage in the new centuryData processing an overview of cryptographic protectionMPC intro and applicationsFHE stateoftheart and implicationsProtection of data in motion4  Security and privacy posture of a Machine Learning architecture 5 April  1417h In this module  we revisit the architecture and operational environment of a machine learning application and analyze the values of contributions of known security techniques Relevant themes of this session include Attack surface data  model  process and data flowThreat modelling for AI and known challengesAdversaries and their capabilitiesArchitectural and algorithmic defencesSecurity and privacy challenges in Federated Machine Learning5  Adversarial Machine Learning 6 April  1417h In this module  we zoom into the specific challenge of achieving robustness and reliability when facing adversaries that attempt to fool the ML application by feeding disturbing data into  eg a classifier This type of attack is typical to the setting of a ML environment and deserves significant attention Relevant themes of this session include Vulnerabilities in ML systems overview of ML specific attacksProtection against adversarial examplesEvaluation and robustness of solutionsPrivacy aspects6  Case Studies 7 April  1013h In this module  we discuss and analyze some case studies and apply the knowhow of this course to a specific application  for example in the context of authentication systems Relevant themes of this session include Face recognition revisitedBiometrics and challengesAnomaly detection7  Workshops 7 April  1417h  8 April  1017h In this module  we organize – if so desired – interactive workshops with smaller groups of attendants who may share an interest in a common application domain The goal is to validate which elements of the course can be applied to an application domain or case that is well understood by a team of course attendants The practical approach and organization of this last module will depend on the engagement and input that is provided by the participants  Learn how to apply security and privacy measures when creating algorithms models proofofconcepts and finally implementing these in solutions httpscybersecurityresearchbeaisecurityprivacy Challenges and Solutions for Machine Learning Applications 5day courseLeuvenKU Leuven COSIC amp Distrinet
Data-driven Model Learning of Dynamic Systems|https://www.vaia.be/en/courses/data-driven-model-learning-of-dynamic-systems-2|4/04/2022|virtual Spring School-Laboratoire Ampère; CNRS; GDR MACS &amp; École Centrale Lyon|4 Apr 2022 - 8 Apr 2022|English|Online|Target audience: PhD students in control engineering (or related fields), but the course is also open to any other persons interested in the topic of data-based modelling|16 Feb 2030|computer met de laatste versie van Matlab (versie R2014a)|€150 for PhD, €250 for others|https://spring-id-2022.sciencesconf.org/|4 Apr 2022 - 8 Apr 2022|More info  Share this course  | Dynamical models play a key role in many branches of science. In engineering they have a paramount role in model-based simulation  health monitoring  control and optimization. The accuracy of the models is often crucial to their subsequent use in model-based operations. Data-driven modeling (system identification) and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments. The 5-days Spring School aims at covering the fundamentals of data-driven modeling approaches (ranging from parameter estimation algorithms (PEM and ETFE) and experiment design to model validation) as well as more advanced topics. In this year edition  these advanced topics will pertain to closed-loop identification  to optimal experiment design and to the use of statistical tools (such as the maximum likelihood theory) for learning the dynamics of linear and nonlinear systems.  Dynamical models play a key role in many branches of science. In engineering they have a paramount role in model-based simulation  health monitoring  control and optimization. The accuracy of the models is often crucial to their subsequent use in model-based operations. Data-driven modeling (system identification) and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments. The 5-days Spring School aims at covering the fundamentals of data-driven modeling approaches (ranging from parameter estimation algorithms (PEM and ETFE) and experiment design to model validation) as well as more advanced topics. In this year edition  these advanced topics will pertain to closed-loop identification  to optimal experiment design and to the use of statistical tools (such as the maximum likelihood theory) for learning the dynamics of linear and nonlinear systems.  |Datadriven Model Learning of Dynamic Systems  Dynamical models play a key role in many branches of science In engineering they have a paramount role in modelbased simulation  health monitoring  control and optimization The accuracy of the models is often crucial to their subsequent use in modelbased operations Datadriven modeling system identification and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments The 5days Spring School aims at covering the fundamentals of datadriven modeling approaches ranging from parameter estimation algorithms PEM and ETFE and experiment design to model validation as well as more advanced topics In this year edition  these advanced topics will pertain to closedloop identification  to optimal experiment design and to the use of statistical tools such as the maximum likelihood theory for learning the dynamics of linear and nonlinear systems  Dynamical models play a key role in many branches of science In engineering they have a paramount role in modelbased simulation  health monitoring  control and optimization The accuracy of the models is often crucial to their subsequent use in modelbased operations Datadriven modeling system identification and statistical parameter estimation are established fields for determining mathematical models of dynamical systems on the basis of measurement data from dedicated experiments The 5days Spring School aims at covering the fundamentals of datadriven modeling approaches ranging from parameter estimation algorithms PEM and ETFE and experiment design to model validation as well as more advanced topics In this year edition  these advanced topics will pertain to closedloop identification  to optimal experiment design and to the use of statistical tools such as the maximum likelihood theory for learning the dynamics of linear and nonlinear systems   More info  Share this course   httpsspringid2022sciencesconforg 4 Apr 2022  8 Apr 2022 virtual Spring SchoolLaboratoire Ampère CNRS GDR MACS amp École Centrale Lyon
Leuven AI Law &amp; Ethics Conference (LAILEC2022)|https://www.vaia.be/en/courses/leuven-ai-law-ethics-conference-lailec2022|29/03/2022|Conference-Leuven-KU Leuven|29 Mar 2022 - 30 Mar 2022|English|Irish College Leuven|Target audience: .|30 Mar 2022||Day 1: between 55-85 euro; Day 2: free|https://www.law.kuleuven.be/citip/en/citip-conferences/lailec/lailec-2022/registration|29 Mar 2022 - 30 Mar 2022|More info  Share this course  | Life-cycle regulation of Data and AI  Tackling dynamicity and responsibility in complex ecosystems. |Leuven AI Law amp Ethics Conference LAILEC2022  Lifecycle regulation of Data and AI  Tackling dynamicity and responsibility in complex ecosystems  More info  Share this course   httpswwwlawkuleuvenbecitipencitipconferenceslaileclailec2022registration 29 Mar 2022  30 Mar 2022 ConferenceLeuvenKU Leuven
Health &amp; Privacy - The impact of smart health innovation on (y)our life|https://www.vaia.be/en/courses/health-privacy-the-impact-of-smart-health-innovation-on-your-life|24/03/2022|study day-Leuven-Leuven MindGate; Leuven Value Network &amp; City of Leuven|24 Mar 2022 17:30 - 22:00|English|Het King Power At Den Dreef Stadion, Kardinaal Mercierlaan 46, 3001 Leuven||24 Mar 2022||€15 – €25|https://www.eventbrite.com/e/health-privacy-the-impact-of-smart-health-innovation-on-your-life-tickets-272021783477|24 Mar 2022 17:30 - 22:00|More info  Share this course  | Smart healthcare innovations are an asset to our lives... but what about our privacy? Discover it through a multi approach at our event! |Health amp Privacy  The impact of smart health innovation on your life  Smart healthcare innovations are an asset to our lives but what about our privacy Discover it through a multi approach at our event  More info  Share this course   httpswwweventbritecomehealthprivacytheimpactofsmarthealthinnovationonyourlifetickets272021783477 24 Mar 2022 1730  2200 study dayLeuvenLeuven MindGate Leuven Value Network amp City of Leuven
ELO-X Seasonal School and Workshop|https://www.vaia.be/en/courses/elo-x-seasonal-school-and-workshop|21/03/2022|seasonal school &amp; workshop-Leuven-KU Leuven &amp; Siemens|21 Mar 2022 - 30 Mar 2022|English|Seasonal school @ Department of Mechanical Engineering (MECH) KU Leuven; Workshop @ Siemens Digital Industries Software (Haasrode)|Target audience: Researchers|31 Mar 2022||Free|https://elo-x.eu/?p=987|21 Mar 2022 - 30 Mar 2022|More info  Share this course  | A four-day seasonal school on training in technical and soft skills at KU Leuven  followed by a two-day workshop on smart industrial control systems hosted by Siemens.  |ELOX Seasonal School and Workshop  A fourday seasonal school on training in technical and soft skills at KU Leuven  followed by a twoday workshop on smart industrial control systems hosted by Siemens   More info  Share this course   httpseloxeup987 21 Mar 2022  30 Mar 2022 seasonal school amp workshopLeuvenKU Leuven amp Siemens
Explainable &amp; Trustworthy AI|https://www.vaia.be/en/courses/explainable-trustworthy-ai-2022|21/03/2022|in-depth course for computer scientists-VAIA &amp; the University of Ghent; UGain Engineering Academy|21 Mar 2022 - 20 Jun 2022|English|Ghent University or online, UGain, building 60, Technologiepark Zwijnaarde.|Target audience: anyone who would like to get more insight in techniques to achieve explainable &amp; trustworthy AI|21 Mar 2022|higher education in computer science or equivalent experience programming experience with Python or related programming language|€1.650 on campus / €1.400 online|https://www.ugain.ugent.be/AI2022OK.htm#a17|21 Mar 2022 - 20 Jun 2022|More info  Share this course  | Artificial Intelligence consists of complex and sophisticated algorithms that sometimes make it difficult for humans to understand and interpret the decisions or suggestions of the AI system. This course on Explainable AI looks into the different aspects related to (creating) trust in AI. |Explainable amp Trustworthy AI  Artificial Intelligence consists of complex and sophisticated algorithms that sometimes make it difficult for humans to understand and interpret the decisions or suggestions of the AI system This course on Explainable AI looks into the different aspects related to creating trust in AI  More info  Share this course   httpswwwugainugentbeAI2022OKhtma17 21 Mar 2022  20 Jun 2022 indepth course for computer scientistsVAIA amp the University of Ghent UGain Engineering Academy
Lunch Keynote Tuesday: AI in the edge; the edge of AI|https://www.vaia.be/en/courses/lunch-keynote-tuesday-ai-in-the-edge-the-edge-of-ai|15/03/2022|lecture-DATE 2022 Conference|15 Mar 2022 13:10 - 14:00|English|Auditorium R ESAT or online|Target audience: .|15 Mar 2022||Free|https://www.date-conference.com/node/1204|15 Mar 2022 13:10 - 14:00|More info  Share this course  | In the world of IoT  both humans and objects are continuously connected  collecting and communicating data  in a rising number of applications including industry 4.0  biomedical  environmental monitoring  smart houses and offices. Local computation in the edge has become a necessity to limit data traffic. Additionally embedding AI processing in the edge adds potentially high levels of smart autonomy to these IoT 2.0 systems. Progress in nanoelectronic technology allows to do this in power- and hardware-efficient architectures and designs. This keynote gives an overview of key solutions  but also describes main limitations and risks  exploring the edge of edge AI. |Lunch Keynote Tuesday AI in the edge the edge of AI  In the world of IoT  both humans and objects are continuously connected  collecting and communicating data  in a rising number of applications including industry 40  biomedical  environmental monitoring  smart houses and offices Local computation in the edge has become a necessity to limit data traffic Additionally embedding AI processing in the edge adds potentially high levels of smart autonomy to these IoT 20 systems Progress in nanoelectronic technology allows to do this in power and hardwareefficient architectures and designs This keynote gives an overview of key solutions  but also describes main limitations and risks  exploring the edge of edge AI  More info  Share this course   httpswwwdateconferencecomnode1204 15 Mar 2022 1310  1400 lectureDATE 2022 Conference
AI in practice, business cases|https://www.vaia.be/en/courses/ai-in-practice-business-cases|11/03/2022|online lecture-KU Leuven PUC|11 Mar 2022 - 1 Apr 2022|English|Livestream|Target audience: professionals with a basic technological background, looking for inspiration on how to deploy artificial intelligence in their own organisations|01 Apr 2030||€80|https://puc.kuleuven.be/nl/opleiding/ai_in_practice-0xn78gawvblrbaze|11 Mar 2022 - 1 Apr 2022|More info  Share this course  | Perhaps you are curious to hear first hand how companies deal with AI-related challenges and opportunities. Or you would like to hear the stories of AI-professionals in order to get a clearer idea of what is possible today  and what is not. In this series of inspirational talks  you will be offered a glimpse behind the scenes of leading companies and their current AI-projects. |AI in practice business cases  Perhaps you are curious to hear first hand how companies deal with AIrelated challenges and opportunities Or you would like to hear the stories of AIprofessionals in order to get a clearer idea of what is possible today  and what is not In this series of inspirational talks  you will be offered a glimpse behind the scenes of leading companies and their current AIprojects  More info  Share this course   httpspuckuleuvenbenlopleidingaiinpractice0xn78gawvblrbaze 11 Mar 2022  1 Apr 2022 online lectureKU Leuven PUC
Bioinformatics &amp; AI|https://www.vaia.be/en/courses/bioinformatics-and-ai|9/03/2022|3 short lectures for researchers; monthly; by KU Leuven Bioinformatics Interest Group|9 Mar 2022 10:00 - 11:30|English|ON5 Aula + Zoom|Target audience: Researchers|09 Mar 2022|master’s degree|free|https://gbiomed.kuleuven.be/english/networks/big/monthly-big-meetings|9 Mar 2022 10:00 - 11:30|More info  Share this course  | Monthly Bioinformatics and AI Seminar. Each seminar has three short talks of 20 minutes  including questions and discussions. Switch Lab - Joost Schymkowitz + Frederic RousseauGenomics Core + Laboratory for Cytogenetics and Genome Research - Joris VermeeschGUEST SLOT (Available) |Bioinformatics amp AI  Monthly Bioinformatics and AI Seminar Each seminar has three short talks of 20 minutes  including questions and discussions Switch Lab  Joost Schymkowitz  Frederic RousseauGenomics Core  Laboratory for Cytogenetics and Genome Research  Joris VermeeschGUEST SLOT Available  More info  Share this course   httpsgbiomedkuleuvenbeenglishnetworksbigmonthlybigmeetings 9 Mar 2022 1000  1130 3 short lectures for researchers monthly by KU Leuven Bioinformatics Interest Group
Fast Algorithms for dense structured matrices|https://www.vaia.be/en/courses/fast-algorithms-for-dense-structured-matrices|2/03/2022|Minicourse-Leuven-SOCN|2 Mar 2022 - 11 Mar 2022|English|Arenberg Castle, Kasteelpark Arenberg 1, 3001 Heverlee|Target audience: researchers|02 Mar 2030||free|https://sites.uclouvain.be/socn/drupal/socn/node/213|2 Mar 2022 - 11 Mar 2022|More info  Share this course  | The student’s grade will be evaluated based-off their performance on the course assignments. There will be in total 5 take-home assignments which will be handed over to the students at the end of every session. These assignments contain a collection of hands-on coding exercises along with some theoretical questions. It is recommended that the coding assignments are done in the Julia programming language environment  however the students are *free* to work with their preferred programming language of choice. |Fast Algorithms for dense structured matrices  The student’s grade will be evaluated basedoff their performance on the course assignments There will be in total 5 takehome assignments which will be handed over to the students at the end of every session These assignments contain a collection of handson coding exercises along with some theoretical questions It is recommended that the coding assignments are done in the Julia programming language environment  however the students are free to work with their preferred programming language of choice  More info  Share this course   httpssitesuclouvainbesocndrupalsocnnode213 2 Mar 2022  11 Mar 2022 MinicourseLeuvenSOCN
